date,neg,neu,pos,compound
2022-08-17,0.0,1.0,0.0,0.0
2022-08-18,0.0,0.654,0.346,0.8126
2022-08-19,0.0,1.0,0.0,0.0
2022-08-20,0.0,1.0,0.0,0.0
2022-08-21,0.0,1.0,0.0,0.0
2022-08-22,0.077,0.718,0.204,0.5106
2022-08-23,0.0,1.0,0.0,0.0
2022-08-24,0.0,1.0,0.0,0.0
2022-08-25,0.0,1.0,0.0,0.0
2022-08-26,0.0,0.756,0.244,0.2263
2022-08-27,0.0,0.818,0.182,0.4404
2022-08-28,0.0,0.85,0.15,0.3182
2022-08-29,0.0,1.0,0.0,0.0
2022-08-30,0.0,1.0,0.0,0.0
2022-08-31,0.0,1.0,0.0,0.0
2022-09-01,0.0,0.802,0.198,0.6369
2022-09-02,0.0,1.0,0.0,0.0
2022-09-03,0.0,1.0,0.0,0.0
2022-09-04,0.0,1.0,0.0,0.0
2022-09-05,0.0,0.756,0.244,0.6369
2022-09-06,0.0,1.0,0.0,0.0
2022-09-07,0.0,1.0,0.0,0.0
2022-09-08,0.0,1.0,0.0,0.0
2022-09-09,0.0,1.0,0.0,0.0
2022-09-10,0.137,0.863,0.0,-0.2263
2022-09-11,0.137,0.863,0.0,-0.2263
2022-09-12,0.091,0.909,0.0,-0.2263
2022-09-13,0.0,0.914,0.086,0.1779
2022-09-14,0.0,1.0,0.0,0.0
2022-09-15,0.0,1.0,0.0,0.0
2022-09-16,0.0,0.866,0.134,0.1779
2022-09-17,0.0,1.0,0.0,0.0
2022-09-18,0.0,0.563,0.437,0.7351
2022-09-19,0.0,0.833,0.167,0.4939
2022-09-20,0.0,0.61,0.39,0.8625
2022-09-21,0.0,0.86,0.14,0.3818
2022-09-22,0.0,1.0,0.0,0.0
2022-09-23,0.157,0.843,0.0,-0.3818
2022-09-24,0.0,1.0,0.0,0.0
2022-09-25,0.0,1.0,0.0,0.0
2022-09-26,0.0,0.597,0.403,0.4019
2022-09-27,0.0,0.892,0.108,0.2617
2022-09-28,0.0,1.0,0.0,0.0
2022-09-29,0.0,1.0,0.0,0.0
2022-09-30,0.0,0.488,0.512,0.6369
2022-10-01,0.0,0.656,0.344,0.6369
2022-10-02,0.0,1.0,0.0,0.0
2022-10-03,0.0,1.0,0.0,0.0
2022-10-04,0.0,1.0,0.0,0.0
2022-10-05,0.0,1.0,0.0,0.0
2022-10-06,0.0,0.8,0.2,0.4588
2022-10-07,0.0,0.69,0.31,0.8008
2022-10-08,0.0,1.0,0.0,0.0
2022-10-09,0.0,0.702,0.298,0.5267
2022-10-10,0.0,0.769,0.231,0.6369
2022-10-11,0.0,1.0,0.0,0.0
2022-10-12,0.0,0.82,0.18,0.3818
2022-10-13,0.0,0.348,0.652,0.8176
2022-10-14,0.0,1.0,0.0,0.0
2022-10-15,0.0,1.0,0.0,0.0
2022-10-16,0.0,0.8,0.2,0.3612
2022-10-17,0.0,1.0,0.0,0.0
2022-10-18,0.0,1.0,0.0,0.0
2022-10-19,0.099,0.901,0.0,-0.296
2022-10-20,0.174,0.581,0.245,0.2732
2022-10-21,0.0,0.741,0.259,0.4939
2022-10-23,0.13,0.87,0.0,-0.2732
2022-10-24,0.0,1.0,0.0,0.0
2022-10-25,0.0,0.775,0.225,0.4939
2022-10-26,0.0,0.881,0.119,0.3182
2022-10-27,0.0,0.676,0.324,0.34
2022-10-28,0.127,0.656,0.216,0.3182
2022-10-29,0.0,0.897,0.103,0.128
2022-10-30,0.0,0.65,0.35,0.5106
2022-10-31,0.0,1.0,0.0,0.0
2022-11-01,0.0,1.0,0.0,0.0
2022-11-02,0.0,1.0,0.0,0.0
2022-11-03,0.0,1.0,0.0,0.0
2022-11-04,0.0,1.0,0.0,0.0
2022-11-05,0.204,0.796,0.0,-0.4767
2022-11-06,0.0,0.658,0.342,0.3818
2022-11-07,0.119,0.881,0.0,-0.2263
2022-11-08,0.0,1.0,0.0,0.0
2022-11-09,0.0,0.887,0.113,0.1027
2022-11-10,0.0,0.764,0.236,0.7964
2022-11-11,0.0,0.734,0.266,0.7783
2022-11-12,0.116,0.884,0.0,-0.2732
2022-11-13,0.0,0.854,0.146,0.4404
2022-11-14,0.082,0.693,0.225,0.5106
2022-11-15,0.0,1.0,0.0,0.0
2022-11-16,0.0,1.0,0.0,0.0
2022-11-17,0.0,1.0,0.0,0.0
2022-11-18,0.0,1.0,0.0,0.0
2022-11-19,0.0,1.0,0.0,0.0
2022-11-20,0.0,1.0,0.0,0.0
2022-11-21,0.0,1.0,0.0,0.0
2022-11-22,0.0,0.756,0.244,0.6369
2022-11-23,0.0,1.0,0.0,0.0
2022-11-24,0.0,1.0,0.0,0.0
2022-11-25,0.0,0.709,0.291,0.8126
2022-11-26,0.0,0.734,0.266,0.4404
2022-11-27,0.119,0.688,0.193,0.3818
2022-11-28,0.0,0.805,0.195,0.4404
2022-11-29,0.0,1.0,0.0,0.0
2022-11-30,0.0,0.736,0.264,0.7783
2022-12-01,0.0,1.0,0.0,0.0
2022-12-02,0.0,1.0,0.0,0.0
2022-12-03,0.407,0.593,0.0,-0.6705
2022-12-04,0.113,0.714,0.173,0.25
2022-12-05,0.0,1.0,0.0,0.0
2022-12-06,0.0,0.656,0.344,0.6369
2022-12-07,0.0,0.581,0.419,0.8779
2022-12-08,0.0,0.37,0.63,0.7783
2022-12-09,0.0,1.0,0.0,0.0
2022-12-10,0.0,0.87,0.13,0.2023
2022-12-11,0.0,1.0,0.0,0.0
2022-12-12,0.0,0.569,0.431,0.9022
2022-12-13,0.0,0.874,0.126,0.3818
2022-12-14,0.0,1.0,0.0,0.0
2022-12-15,0.0,1.0,0.0,0.0
2022-12-16,0.0,1.0,0.0,0.0
2022-12-17,0.0,0.724,0.276,0.6369
2022-12-18,0.0,0.527,0.473,0.8713
2022-12-19,0.0,1.0,0.0,0.0
2022-12-20,0.0,1.0,0.0,0.0
2022-12-21,0.0,0.677,0.323,0.824
2022-12-22,0.0,1.0,0.0,0.0
2022-12-23,0.0,1.0,0.0,0.0
2022-12-24,0.0,1.0,0.0,0.0
2022-12-25,0.0,0.756,0.244,0.4404
2022-12-26,0.0,0.864,0.136,0.5106
2022-12-27,0.0,0.784,0.216,0.5106
2022-12-28,0.0,0.625,0.375,0.6369
2022-12-29,0.0,0.625,0.375,0.6369
2022-12-30,0.0,0.902,0.098,0.0772
2022-12-31,0.0,1.0,0.0,0.0
2023-01-01,0.106,0.806,0.088,-0.128
2023-01-02,0.0,0.588,0.412,0.2732
2023-01-03,0.0,1.0,0.0,0.0
2023-01-04,0.0,1.0,0.0,0.0
2023-01-05,0.0,0.714,0.286,0.4939
2023-01-06,0.0,0.753,0.247,0.7096
2023-01-07,0.0,1.0,0.0,0.0
2023-01-08,0.25,0.625,0.125,-0.4215
2023-01-09,0.0,1.0,0.0,0.0
2023-01-10,0.0,1.0,0.0,0.0
2023-01-11,0.0,1.0,0.0,0.0
2023-01-12,0.0,0.543,0.457,0.6369
2023-01-13,0.0,0.894,0.106,0.2263
2023-01-14,0.0,1.0,0.0,0.0
2023-01-15,0.0,1.0,0.0,0.0
2023-01-16,0.0,0.781,0.219,0.6369
2023-01-17,0.0,0.588,0.412,0.743
2023-01-18,0.205,0.795,0.0,-0.2023
2023-01-19,0.0,1.0,0.0,0.0
2023-01-20,0.0,1.0,0.0,0.0
2023-01-21,0.0,1.0,0.0,0.0
2023-01-22,0.0,1.0,0.0,0.0
2023-01-23,0.0,1.0,0.0,0.0
2023-01-24,0.0,0.704,0.296,0.6369
2023-01-25,0.0,0.861,0.139,0.6369
2023-01-26,0.0,0.826,0.174,0.2732
2023-01-27,0.162,0.838,0.0,-0.4404
2023-01-28,0.0,0.588,0.412,0.6369
2023-01-29,0.385,0.615,0.0,-0.3612
2023-01-30,0.238,0.762,0.0,-0.6486
2023-01-31,0.0,0.588,0.412,0.6369
2023-02-01,0.0,0.588,0.412,0.6369
2023-02-02,0.0,0.656,0.344,0.6369
2023-02-03,0.0,0.745,0.255,0.7322
2023-02-04,0.0,1.0,0.0,0.0
2023-02-05,0.121,0.651,0.228,0.3182
2023-02-06,0.323,0.677,0.0,-0.5106
2023-02-07,0.0,0.791,0.209,0.4404
2023-02-08,0.086,0.741,0.173,0.34
2023-02-09,0.0,1.0,0.0,0.0
2023-02-10,0.0,1.0,0.0,0.0
2023-02-11,0.0,1.0,0.0,0.0
2023-02-12,0.0,0.755,0.245,0.3818
2023-02-13,0.0,0.886,0.114,0.2023
2023-02-14,0.0,0.607,0.393,0.8555
2023-02-15,0.073,0.777,0.15,0.3612
2023-02-16,0.0,1.0,0.0,0.0
2023-02-17,0.0,1.0,0.0,0.0
2023-02-18,0.265,0.735,0.0,-0.5574
2023-02-19,0.412,0.588,0.0,-0.743
2023-02-20,0.0,1.0,0.0,0.0
2023-02-21,0.115,0.885,0.0,-0.2057
2023-02-22,0.0,0.879,0.121,0.4404
2023-02-23,0.0,1.0,0.0,0.0
2023-02-24,0.0,0.588,0.412,0.6369
2023-02-25,0.34,0.66,0.0,-0.5574
2023-02-26,0.34,0.66,0.0,-0.5574
2023-02-27,0.104,0.896,0.0,-0.2732
2023-02-28,0.0,1.0,0.0,0.0
2023-03-01,0.0,1.0,0.0,0.0
2023-03-02,0.0,0.772,0.228,0.7096
2023-03-03,0.0,1.0,0.0,0.0
2023-03-04,0.241,0.759,0.0,-0.7906
2023-03-05,0.0,1.0,0.0,0.0
2023-03-06,0.2,0.8,0.0,-0.25
2023-03-07,0.0,1.0,0.0,0.0
2023-03-08,0.0,1.0,0.0,0.0
2023-03-09,0.0,1.0,0.0,0.0
2023-03-10,0.0,1.0,0.0,0.0
2023-03-11,0.0,0.488,0.512,0.6369
2023-03-12,0.109,0.714,0.176,0.3818
2023-03-13,0.0,1.0,0.0,0.0
2023-03-14,0.0,0.629,0.371,0.7096
2023-03-15,0.0,1.0,0.0,0.0
2023-03-16,0.0,1.0,0.0,0.0
2023-03-17,0.129,0.765,0.106,-0.1027
2023-03-18,0.129,0.765,0.106,-0.1027
2023-03-19,0.0,1.0,0.0,0.0
2023-03-20,0.219,0.781,0.0,-0.1027
2023-03-21,0.091,0.702,0.207,0.5106
2023-03-22,0.0,0.625,0.375,0.6369
2023-03-24,0.0,1.0,0.0,0.0
2023-03-25,0.0,0.682,0.318,0.6369
2023-03-26,0.0,1.0,0.0,0.0
2023-03-27,0.0,1.0,0.0,0.0
2023-03-28,0.2,0.8,0.0,-0.128
2023-03-29,0.0,1.0,0.0,0.0
2023-03-30,0.0,0.894,0.106,0.2263
2023-03-31,0.0,0.651,0.349,0.8442
2023-04-01,0.0,1.0,0.0,0.0
2023-04-02,0.108,0.765,0.127,0.1002
2023-04-03,0.177,0.823,0.0,-0.4215
2023-04-04,0.208,0.792,0.0,-0.2732
2023-04-05,0.0,0.543,0.457,0.6369
2023-04-06,0.0,1.0,0.0,0.0
2023-04-07,0.061,0.438,0.5,0.8754
2023-04-08,0.0,0.816,0.184,0.4019
2023-04-09,0.0,1.0,0.0,0.0
2023-04-10,0.0,1.0,0.0,0.0
2023-04-11,0.0,1.0,0.0,0.0
2023-04-12,0.0,1.0,0.0,0.0
2023-04-13,0.129,0.737,0.134,0.0258
2023-04-14,0.0,1.0,0.0,0.0
2023-04-15,0.0,0.829,0.171,0.4391
2023-04-16,0.082,0.765,0.153,0.296
2023-04-17,0.0,1.0,0.0,0.0
2023-04-18,0.0,0.909,0.091,0.128
2023-04-19,0.128,0.872,0.0,-0.2263
2023-04-20,0.0,1.0,0.0,0.0
2023-04-21,0.0,0.588,0.412,0.6369
2023-04-22,0.0,1.0,0.0,0.0
2023-04-23,0.0,1.0,0.0,0.0
2023-04-24,0.0,0.8,0.2,0.3612
2023-04-25,0.0,0.645,0.355,0.5106
2023-04-26,0.0,1.0,0.0,0.0
2023-04-27,0.0,1.0,0.0,0.0
2023-04-28,0.0,1.0,0.0,0.0
2023-04-29,0.0,1.0,0.0,0.0
2023-04-30,0.0,1.0,0.0,0.0
2023-05-01,0.137,0.588,0.275,0.4767
2023-05-02,0.062,0.938,0.0,-0.1027
2023-05-03,0.093,0.795,0.113,0.0772
2023-05-04,0.0,0.707,0.293,0.2263
2023-05-05,0.0,0.826,0.174,0.2263
2023-05-06,0.0,0.833,0.167,0.3818
2023-05-07,0.0,1.0,0.0,0.0
2023-05-08,0.0,0.851,0.149,0.3612
2023-05-09,0.0,0.855,0.145,0.1779
2023-05-10,0.0,0.816,0.184,0.2023
2023-05-11,0.145,0.667,0.189,0.2006
2023-05-12,0.0,1.0,0.0,0.0
2023-05-13,0.0,1.0,0.0,0.0
2023-05-14,0.0,1.0,0.0,0.0
2023-05-15,0.0,1.0,0.0,0.0
2023-05-16,0.0,0.488,0.512,0.6369
2023-05-17,0.0,0.857,0.143,0.3612
2023-05-18,0.0,1.0,0.0,0.0
2023-05-19,0.0,1.0,0.0,0.0
2023-05-20,0.0,1.0,0.0,0.0
2023-05-21,0.0,1.0,0.0,0.0
2023-05-22,0.0,1.0,0.0,0.0
2023-05-23,0.0,0.741,0.259,0.6369
2023-05-24,0.0,1.0,0.0,0.0
2023-05-25,0.0,0.922,0.078,0.1779
2023-05-26,0.0,1.0,0.0,0.0
2023-05-27,0.0,1.0,0.0,0.0
2023-05-28,0.333,0.667,0.0,-0.25
2023-05-29,0.0,0.823,0.177,0.4215
2023-05-30,0.0,1.0,0.0,0.0
2023-05-31,0.0,1.0,0.0,0.0
2023-06-01,0.0,0.829,0.171,0.5106
2023-06-02,0.074,0.926,0.0,-0.0516
2023-06-03,0.0,1.0,0.0,0.0
2023-06-04,0.0,0.0,0.0,0.0
2023-06-05,0.0,1.0,0.0,0.0
2023-06-06,0.0,0.899,0.101,0.2023
2023-06-07,0.0,0.756,0.244,0.6369
2023-06-08,0.177,0.633,0.19,0.0258
2023-06-09,0.0,0.913,0.087,0.25
2023-06-10,0.202,0.675,0.123,-0.3182
2023-06-11,0.0,0.8,0.2,0.4588
2023-06-12,0.0,0.697,0.303,0.8126
2023-06-13,0.113,0.887,0.0,-0.1027
2023-06-14,0.0,1.0,0.0,0.0
2023-06-15,0.0,1.0,0.0,0.0
2023-06-16,0.0,1.0,0.0,0.0
2023-06-17,0.0,0.942,0.058,0.2023
2023-06-18,0.0,1.0,0.0,0.0
2023-06-19,0.0,1.0,0.0,0.0
2023-06-20,0.0,1.0,0.0,0.0
2023-06-21,0.0,1.0,0.0,0.0
2023-06-22,0.0,0.786,0.214,0.4588
2023-06-23,0.0,1.0,0.0,0.0
2023-06-24,0.0,1.0,0.0,0.0
2023-06-25,0.0,0.581,0.419,0.802
2023-06-26,0.0,1.0,0.0,0.0
2023-06-27,0.0,1.0,0.0,0.0
2023-06-28,0.0,0.907,0.093,0.1139
2023-06-29,0.0,0.604,0.396,0.7096
2023-06-30,0.0,0.775,0.225,0.4404
2023-07-01,0.0,1.0,0.0,0.0
2023-07-02,0.0,1.0,0.0,0.0
2023-07-03,0.0,1.0,0.0,0.0
2023-07-04,0.205,0.621,0.174,-0.128
2023-07-05,0.0,0.934,0.066,0.1779
2023-07-06,0.0,1.0,0.0,0.0
2023-07-07,0.37,0.63,0.0,-0.5719
2023-07-08,0.0,0.682,0.318,0.6369
2023-07-09,0.0,0.833,0.167,0.4588
2023-07-10,0.37,0.63,0.0,-0.5719
2023-07-11,0.0,0.576,0.424,0.7096
2023-07-12,0.0,0.656,0.344,0.6369
2023-07-13,0.0,0.682,0.318,0.6369
2023-07-14,0.0,0.697,0.303,0.8126
2023-07-15,0.0,1.0,0.0,0.0
2023-07-16,0.0,1.0,0.0,0.0
2023-07-17,0.089,0.772,0.139,0.3182
2023-07-18,0.089,0.772,0.139,0.3182
2023-07-19,0.197,0.803,0.0,-0.4019
2023-07-20,0.141,0.859,0.0,-0.3182
2023-07-21,0.0,0.887,0.113,0.4215
2023-07-22,0.17,0.722,0.108,-0.296
2023-07-23,0.0,1.0,0.0,0.0
2023-07-24,0.0,0.833,0.167,0.25
2023-07-25,0.0,1.0,0.0,0.0
2023-07-26,0.0,0.742,0.258,0.7096
2023-07-27,0.0,1.0,0.0,0.0
2023-07-28,0.0,0.656,0.344,0.6369
2023-07-29,0.0,1.0,0.0,0.0
2023-07-30,0.0,1.0,0.0,0.0
2023-07-31,0.0,1.0,0.0,0.0
2023-08-01,0.0,0.736,0.264,0.5106
2023-08-02,0.0,0.797,0.203,0.4215
2023-08-03,0.0,1.0,0.0,0.0
2023-08-04,0.085,0.853,0.061,-0.1154
2023-08-05,0.259,0.741,0.0,-0.4215
2023-08-06,0.267,0.733,0.0,-0.6249
2023-08-07,0.0,0.828,0.172,0.4019
2023-08-08,0.0,1.0,0.0,0.0
2023-08-09,0.0,1.0,0.0,0.0
2023-08-10,0.0,0.0,0.0,0.0
2023-08-11,0.0,0.933,0.067,0.0772
2023-08-12,0.0,1.0,0.0,0.0
2023-08-13,0.0,1.0,0.0,0.0
2023-08-14,0.0,1.0,0.0,0.0
2023-08-15,0.0,1.0,0.0,0.0
2023-08-16,0.0,0.826,0.174,0.2263
2023-08-17,0.0,0.692,0.308,0.5994
2023-08-18,0.0,0.556,0.444,0.7506
2023-08-19,0.0,1.0,0.0,0.0
2023-08-20,0.115,0.885,0.0,-0.296
2023-08-21,0.116,0.529,0.354,0.6705
2023-08-22,0.0,1.0,0.0,0.0
2023-08-23,0.0,0.87,0.13,0.34
2023-08-24,0.187,0.813,0.0,-0.3182
2023-08-25,0.0,0.69,0.31,0.4019
2023-08-26,0.0,0.756,0.244,0.6369
2023-08-27,0.0,1.0,0.0,0.0
2023-08-28,0.0,1.0,0.0,0.0
2023-08-29,0.0,0.926,0.074,0.25
2023-08-30,0.0,1.0,0.0,0.0
2023-08-31,0.0,0.704,0.296,0.6369
2023-09-01,0.0,0.656,0.344,0.6369
2023-09-02,0.0,1.0,0.0,0.0
2023-09-03,0.0,1.0,0.0,0.0
2023-09-04,0.0,1.0,0.0,0.0
2023-09-05,0.185,0.556,0.259,0.2023
2023-09-06,0.0,0.813,0.187,0.3182
2023-09-07,0.126,0.631,0.243,0.3182
2023-09-08,0.0,1.0,0.0,0.0
2023-09-09,0.0,0.833,0.167,0.2023
2023-09-10,0.0,1.0,0.0,0.0
2023-09-11,0.0,1.0,0.0,0.0
2023-09-12,0.0,1.0,0.0,0.0
2023-09-13,0.0,0.543,0.457,0.6369
2023-09-14,0.0,1.0,0.0,0.0
2023-09-15,0.0,0.884,0.116,0.2732
2023-09-16,0.0,1.0,0.0,0.0
2023-09-17,0.167,0.58,0.253,0.2944
2023-09-18,0.0,1.0,0.0,0.0
2023-09-20,0.266,0.734,0.0,-0.4404
2023-09-21,0.0,0.808,0.192,0.2263
2023-09-22,0.0,1.0,0.0,0.0
2023-09-23,0.0,0.803,0.197,0.4019
2023-09-24,0.0,0.839,0.161,0.3182
2023-09-25,0.0,0.569,0.431,0.5093
2023-09-26,0.0,1.0,0.0,0.0
2023-09-27,0.0,1.0,0.0,0.0
2023-09-28,0.263,0.737,0.0,-0.5719
2023-09-29,0.0,0.859,0.141,0.2023
2023-09-30,0.0,1.0,0.0,0.0
2023-10-01,0.0,1.0,0.0,0.0
2023-10-02,0.0,1.0,0.0,0.0
2023-10-03,0.0,1.0,0.0,0.0
2023-10-04,0.0,1.0,0.0,0.0
2023-10-05,0.0,1.0,0.0,0.0
2023-10-06,0.0,0.576,0.424,0.7096
2023-10-08,0.0,0.625,0.375,0.8016
2023-10-09,0.134,0.698,0.169,0.1531
2023-10-10,0.0,0.576,0.424,0.7096
2023-10-11,0.0,1.0,0.0,0.0
2023-10-12,0.189,0.811,0.0,-0.1027
2023-10-13,0.0,0.645,0.355,0.5106
2023-10-14,0.0,1.0,0.0,0.0
2023-10-15,0.0,1.0,0.0,0.0
2023-10-16,0.0,0.823,0.177,0.4215
2023-10-17,0.0,1.0,0.0,0.0
2023-10-18,0.0,0.811,0.189,0.6369
2023-10-19,0.286,0.714,0.0,-0.5267
2023-10-20,0.172,0.828,0.0,-0.3612
2023-10-21,0.0,0.575,0.425,0.8126
2023-10-22,0.0,1.0,0.0,0.0
2023-10-23,0.0,1.0,0.0,0.0
2023-10-24,0.0,1.0,0.0,0.0
2023-10-25,0.0,1.0,0.0,0.0
2023-10-26,0.138,0.862,0.0,-0.1531
2023-10-27,0.286,0.714,0.0,-0.5574
2023-10-28,0.0,1.0,0.0,0.0
2023-10-29,0.211,0.789,0.0,-0.4939
2023-10-30,0.0,1.0,0.0,0.0
2023-10-31,0.0,1.0,0.0,0.0
2023-11-01,0.0,1.0,0.0,0.0
2023-11-02,0.0,1.0,0.0,0.0
2023-11-03,0.0,1.0,0.0,0.0
2023-11-04,0.0,1.0,0.0,0.0
2023-11-05,0.0,1.0,0.0,0.0
2023-11-06,0.0,0.881,0.119,0.2263
2023-11-07,0.406,0.594,0.0,-0.4767
2023-11-08,0.0,1.0,0.0,0.0
2023-11-09,0.0,1.0,0.0,0.0
2023-11-10,0.0,1.0,0.0,0.0
2023-11-11,0.0,1.0,0.0,0.0
2023-11-12,0.0,1.0,0.0,0.0
2023-11-13,0.0,0.859,0.141,0.2023
2023-11-14,0.0,0.87,0.13,0.2732
2023-11-15,0.0,0.808,0.192,0.2263
2023-11-16,0.0,1.0,0.0,0.0
2023-11-17,0.0,0.798,0.202,0.5106
2023-11-18,0.0,1.0,0.0,0.0
2023-11-19,0.0,0.882,0.118,0.0516
2023-11-20,0.0,0.7,0.3,0.8908
2023-11-21,0.0,0.805,0.195,0.1779
2023-11-22,0.0,1.0,0.0,0.0
2023-11-23,0.0,1.0,0.0,0.0
2023-11-24,0.0,0.87,0.13,0.2023
2023-11-25,0.0,1.0,0.0,0.0
2023-11-26,0.0,0.756,0.244,0.6369
2023-11-27,0.0,0.588,0.412,0.6369
2023-11-28,0.0,0.656,0.344,0.6369
2023-11-29,0.097,0.621,0.283,0.4019
2023-11-30,0.0,1.0,0.0,0.0
2023-12-01,0.0,1.0,0.0,0.0
2023-12-02,0.0,1.0,0.0,0.0
2023-12-03,0.0,1.0,0.0,0.0
2023-12-04,0.0,1.0,0.0,0.0
2023-12-05,0.0,0.814,0.186,0.4927
2023-12-06,0.0,1.0,0.0,0.0
2023-12-07,0.0,1.0,0.0,0.0
2023-12-08,0.0,1.0,0.0,0.0
2023-12-09,0.0,0.786,0.214,0.4588
2023-12-10,0.145,0.855,0.0,-0.296
2023-12-11,0.0,1.0,0.0,0.0
2023-12-12,0.174,0.826,0.0,-0.6633
2023-12-13,0.0,0.615,0.385,0.7845
2023-12-14,0.0,1.0,0.0,0.0
2023-12-15,0.0,1.0,0.0,0.0
2023-12-16,0.0,0.583,0.417,0.6124
2023-12-17,0.172,0.828,0.0,-0.4019
2023-12-18,0.0,1.0,0.0,0.0
2023-12-19,0.0,1.0,0.0,0.0
2023-12-20,0.0,1.0,0.0,0.0
2023-12-21,0.231,0.769,0.0,-0.4588
2023-12-22,0.0,0.847,0.153,0.4404
2023-12-23,0.0,1.0,0.0,0.0
2023-12-24,0.0,1.0,0.0,0.0
2023-12-25,0.0,1.0,0.0,0.0
2023-12-26,0.38,0.435,0.185,-0.5574
2023-12-27,0.265,0.735,0.0,-0.5574
2023-12-28,0.0,1.0,0.0,0.0
2023-12-29,0.0,1.0,0.0,0.0
2023-12-30,0.0,0.681,0.319,0.7269
2023-12-31,0.0,0.682,0.318,0.6369
2024-01-01,0.0,1.0,0.0,0.0
2024-01-02,0.196,0.515,0.289,0.2263
2024-01-03,0.137,0.863,0.0,-0.1901
2024-01-04,0.0,1.0,0.0,0.0
2024-01-05,0.0,1.0,0.0,0.0
2024-01-06,0.225,0.775,0.0,-0.4404
2024-01-07,0.0,1.0,0.0,0.0
2024-01-08,0.0,0.8,0.2,0.25
2024-01-09,0.0,0.833,0.167,0.25
2024-01-10,0.135,0.865,0.0,-0.1027
2024-01-11,0.0,1.0,0.0,0.0
2024-01-12,0.0,1.0,0.0,0.0
2024-01-13,0.061,0.939,0.0,-0.1779
2024-01-14,0.0,0.0,0.0,0.0
2024-01-15,0.254,0.622,0.124,-0.4423
2024-01-16,0.266,0.734,0.0,-0.7003
2024-01-17,0.0,0.652,0.348,0.7506
2024-01-18,0.0,1.0,0.0,0.0
2024-01-19,0.0,0.752,0.248,0.5106
2024-01-20,0.091,0.909,0.0,-0.1027
2024-01-21,0.0,0.682,0.318,0.6369
2024-01-22,0.0,0.875,0.125,0.25
2024-01-23,0.0,1.0,0.0,0.0
2024-01-24,0.0,0.797,0.203,0.4215
2024-01-25,0.425,0.575,0.0,-0.6633
2024-01-26,0.172,0.828,0.0,-0.3612
2024-01-27,0.0,1.0,0.0,0.0
2024-01-28,0.097,0.903,0.0,-0.1027
2024-01-29,0.0,0.664,0.336,0.765
2024-01-30,0.0,1.0,0.0,0.0
2024-01-31,0.0,0.81,0.19,0.4588
2024-02-01,0.0,0.844,0.156,0.34
2024-02-02,0.0,1.0,0.0,0.0
2024-02-03,0.0,0.833,0.167,0.25
2024-02-04,0.0,1.0,0.0,0.0
2024-02-05,0.0,0.734,0.266,0.6115
2024-02-06,0.0,1.0,0.0,0.0
2024-02-07,0.0,0.818,0.182,0.25
2024-02-08,0.0,0.73,0.27,0.5154
2024-02-09,0.0,0.846,0.154,0.4588
2024-02-10,0.0,0.714,0.286,0.34
2024-02-11,0.102,0.749,0.15,0.2263
2024-02-12,0.102,0.749,0.15,0.2263
2024-02-13,0.348,0.652,0.0,-0.4939
2024-02-14,0.0,1.0,0.0,0.0
2024-02-15,0.0,0.719,0.281,0.802
2024-02-16,0.0,1.0,0.0,0.0
2024-02-17,0.0,0.839,0.161,0.5574
2024-02-18,0.14,0.674,0.185,0.2023
2024-02-19,0.0,0.818,0.182,0.25
2024-02-20,0.0,1.0,0.0,0.0
2024-02-21,0.0,0.674,0.326,0.743
2024-02-22,0.0,0.708,0.292,0.5106
2024-02-23,0.0,0.682,0.318,0.6369
2024-02-24,0.0,1.0,0.0,0.0
2024-02-25,0.0,0.822,0.178,0.3818
2024-02-26,0.0,1.0,0.0,0.0
2024-02-27,0.0,1.0,0.0,0.0
2024-02-28,0.0,0.874,0.126,0.0772
2024-02-29,0.0,1.0,0.0,0.0
2024-03-01,0.0,1.0,0.0,0.0
2024-03-02,0.391,0.609,0.0,-0.6705
2024-03-03,0.0,1.0,0.0,0.0
2024-03-04,0.0,1.0,0.0,0.0
2024-03-05,0.0,0.752,0.248,0.5106
2024-03-06,0.0,0.909,0.091,0.0772
2024-03-07,0.147,0.853,0.0,-0.2263
2024-03-08,0.0,1.0,0.0,0.0
2024-03-09,0.0,0.808,0.192,0.1695
2024-03-10,0.0,0.882,0.118,0.25
2024-03-11,0.0,1.0,0.0,0.0
2024-03-12,0.0,0.894,0.106,0.0772
2024-03-13,0.087,0.745,0.168,0.3182
2024-03-14,0.209,0.791,0.0,-0.4404
2024-03-15,0.0,1.0,0.0,0.0
2024-03-16,0.123,0.877,0.0,-0.1027
2024-03-17,0.0,1.0,0.0,0.0
2024-03-18,0.0,1.0,0.0,0.0
2024-03-19,0.0,1.0,0.0,0.0
2024-03-20,0.0,0.909,0.091,0.0772
2024-03-21,0.0,0.833,0.167,0.4588
2024-03-22,0.211,0.789,0.0,-0.3412
2024-03-23,0.0,1.0,0.0,0.0
2024-03-24,0.0,1.0,0.0,0.0
2024-03-25,0.0,0.818,0.182,0.4588
2024-03-26,0.0,0.861,0.139,0.2732
2024-03-27,0.0,1.0,0.0,0.0
2024-03-28,0.0,1.0,0.0,0.0
2024-03-29,0.0,1.0,0.0,0.0
2024-03-30,0.0,0.811,0.189,0.2732
2024-03-31,0.0,0.82,0.18,0.296
2024-04-01,0.0,1.0,0.0,0.0
2024-04-02,0.151,0.849,0.0,-0.1531
2024-04-03,0.0,1.0,0.0,0.0
